,field,date,total_precip,max_temp_5,min_temp_5,max_temp_10,min_temp_10,avg_moist,max_moist,avg_moist_10cm,max_moist_10cm,avg_cond_5cm,avg_cond_10cm
1319,4,4/29/2018,4.600000083,12.80000019,11.30000019,12.60000038,11.69999981,0.343584411,0.348598778,0.337226304,0.340616465,0.174074389,0.2047451
119,1,4/30/2018,0,12.19999981,11.10000038,12.19999981,11.39999962,0.418185872,0.419081926,0.397490987,0.398614883,0.045126933,0.041109262
548,2,4/30/2018,1.200000018,13.69999981,11.60000038,13,11.60000038,0.442250553,0.446977794,0.420063915,0.426944286,0.257542611,0.249351617
891,3,4/30/2018,0,14.69999981,11.69999981,13.69999981,12.19999981,0.422531701,0.433135688,0.289360051,0.29226777,0.12419831,0.095641213
1320,4,4/30/2018,0,12.60000038,10.80000019,12.5,11.10000038,0.345986497,0.347612947,0.338557528,0.339603215,0.173402893,0.203790791
120,1,5/1/2018,0,12,10.69999981,11.80000019,11.10000038,0.418280616,0.419325024,0.396069675,0.397267193,0.04461985,0.040619416
549,2,5/1/2018,0,13.5,11.5,12.80000019,11.5,0.442691455,0.445519358,0.418736629,0.419567853,0.253506893,0.245945351
892,3,5/1/2018,0,14.10000038,11.60000038,13.39999962,12.19999981,0.402970915,0.411138833,0.293285859,0.294992417,0.121890441,0.09568846
1321,4,5/1/2018,0,13.19999981,10.69999981,12.89999962,11,0.345832652,0.346953839,0.338729821,0.339603215,0.174037326,0.20437033
121,1,5/2/2018,0,12.69999981,9.5,12.19999981,10.19999981,0.41786769,0.420294404,0.392488395,0.396183103,0.043613359,0.039560143
550,2,5/2/2018,0,14.80000019,10.80000019,13.69999981,11,0.434800976,0.439550549,0.416227119,0.417616814,0.246363391,0.241117619
893,3,5/2/2018,0,15.60000038,10.10000038,14.19999981,11.10000038,0.385684207,0.394273102,0.294821082,0.296153814,0.119964521,0.095293961
1322,4,5/2/2018,0,14.5,9.800000191,14.19999981,10.5,0.34247288,0.34463501,0.33697599,0.338586509,0.174119236,0.205462721
122,1,5/3/2018,0,13.30000019,10.30000019,12.69999981,10.69999981,0.416586545,0.418594778,0.385417155,0.388444602,0.042905185,0.038465238
551,2,5/3/2018,0,15.10000038,11.5,14,11.60000038,0.421712633,0.430181354,0.411081183,0.414901882,0.236248674,0.23362228
894,3,5/3/2018,0,16.60000038,11.5,14.80000019,12.19999981,0.363311907,0.373361498,0.292868232,0.295767099,0.114396568,0.095656896
1323,4,5/3/2018,0,14.89999962,11.19999981,14.19999981,11.60000038,0.334906385,0.338246822,0.331925594,0.334484905,0.174781041,0.20709122
123,1,5/4/2018,0,12.89999962,11.69999981,12.60000038,11.80000019,0.415582942,0.416880101,0.380642171,0.38217777,0.042324946,0.037887922
552,2,5/4/2018,0,14.80000019,12.5,14,12.39999962,0.413416207,0.417371541,0.402404628,0.406270206,0.228165002,0.223948399
895,3,5/4/2018,0,15.89999962,12.80000019,14.69999981,13,0.346413515,0.3502343,0.289911028,0.291485518,0.110355252,0.095838362
1324,4,5/4/2018,0,14.89999962,11.80000019,14.39999962,12.10000038,0.327985014,0.329628885,0.327424655,0.328578323,0.173974579,0.207472542
124,1,5/5/2018,0,13.89999962,11.39999962,13.30000019,11.60000038,0.413258028,0.416140586,0.374962909,0.378981709,0.041699023,0.037160557
553,2,5/5/2018,0,15.69999981,12.39999962,14.80000019,12.39999962,0.405095036,0.409613788,0.392842573,0.39753738,0.224254144,0.216125887
896,3,5/5/2018,0,17.10000038,12.60000038,15.5,13.10000038,0.338003567,0.341962099,0.288145501,0.289915919,0.106873113,0.095347949
1325,4,5/5/2018,0,15.60000038,12.10000038,15,12.30000019,0.32331577,0.325405359,0.323563136,0.325050831,0.174027467,0.208296349
125,1,5/6/2018,0,13.89999962,12.5,13.39999962,12.60000038,0.408499906,0.410885453,0.366933014,0.368529469,0.041579016,0.036591774
554,2,5/6/2018,2.600000054,14.89999962,13.60000038,14.30000019,13.39999962,0.393183991,0.401285589,0.387136748,0.396183103,0.22215392,0.210489496
897,3,5/6/2018,0,16.5,14.10000038,15.30000019,14,0.332974542,0.334828824,0.28487814,0.286756456,0.105171588,0.095530403
1326,4,5/6/2018,3.00000006,14.89999962,13.39999962,14.5,13.5,0.321482154,0.326819509,0.321476175,0.326113224,0.173661107,0.207906319
126,1,5/7/2018,0,14,12.30000019,13.5,12.5,0.409014292,0.410885453,0.36542599,0.367919028,0.04042688,0.036151279
555,2,5/7/2018,0,15.60000038,13,14.69999981,12.89999962,0.397730064,0.399687111,0.38135138,0.383616656,0.220860692,0.20787749
898,3,5/7/2018,0,16.60000038,13.30000019,15.30000019,13.60000038,0.331289531,0.333450764,0.284783292,0.285962343,0.104436609,0.095183952
1327,4,5/7/2018,0,16.20000076,12.5,15.80000019,12.69999981,0.318504674,0.32004568,0.318382426,0.319685161,0.172866423,0.207882631
127,1,5/8/2018,1.600000039,14,11.80000019,13.60000038,12.19999981,0.406360477,0.409102887,0.359919521,0.362047762,0.039986632,0.035453517
556,2,5/8/2018,1.800000042,15.30000019,12.5,14.60000038,12.60000038,0.387779018,0.395093679,0.373416447,0.377809048,0.218151344,0.201602958
899,3,5/8/2018,0,17.20000076,12.60000038,15.5,13.30000019,0.327281294,0.329279095,0.28174172,0.283969581,0.102975489,0.094550976
1328,4,5/8/2018,3.000000045,15.39999962,12.39999962,15,12.89999962,0.314001562,0.31605804,0.313764442,0.315327764,0.171789039,0.206881577
128,1,5/9/2018,0.200000003,14.5,13.10000038,14.10000038,13.10000038,0.404603818,0.407562584,0.357551458,0.360480875,0.040536973,0.035509055
557,2,5/9/2018,0.200000003,16.39999962,14,15.39999962,13.69999981,0.384792764,0.389566272,0.365073749,0.370352209,0.218519063,0.199474154
900,3,5/9/2018,0,17.70000076,14.10000038,16.20000076,14.30000019,0.325575597,0.327524215,0.279349621,0.280758947,0.103404017,0.09482317
1329,4,5/9/2018,0,15.69999981,13.5,15.39999962,13.60000038,0.311174734,0.31569311,0.310847668,0.314595908,0.171645262,0.206894793
129,1,5/10/2018,0.800000012,13.80000019,12.80000019,13.89999962,13,0.404840756,0.406529307,0.354160817,0.35604471,0.04032544,0.034625662
558,2,5/10/2018,3.200000077,15.60000038,13.69999981,14.89999962,13.60000038,0.38111632,0.385900944,0.357512736,0.366693854,0.215522211,0.194866699
901,3,5/10/2018,0,16.89999962,13.60000038,15.69999981,14.10000038,0.322929449,0.323628753,0.276691939,0.277927101,0.10088312,0.094148513
1330,4,5/10/2018,0.800000012,15,12.80000019,14.89999962,13.19999981,0.304504367,0.306813061,0.305207706,0.306437939,0.168948332,0.204871614
130,1,5/11/2018,0,13.60000038,11.89999962,13.30000019,12.19999981,0.402327595,0.405490905,0.347895292,0.351211101,0.038607196,0.033659887
559,2,5/11/2018,0,15.19999981,13,14.5,13,0.382503015,0.385046899,0.352332629,0.355084687,0.212857283,0.192118075
902,3,5/11/2018,0,16.10000038,12.89999962,15.10000038,13.5,0.32039557,0.322558016,0.274028662,0.276299417,0.098252972,0.093035556
1331,4,5/11/2018,0,16,12.10000038,15.69999981,12.5,0.299956915,0.300761878,0.301136981,0.301904529,0.166628424,0.203892501
131,1,5/12/2018,0,14.5,11.69999981,14,12.10000038,0.395556645,0.399419546,0.3378538,0.341626257,0.037415036,0.032120826
560,2,5/12/2018,0,16.5,13,15.5,13,0.376937386,0.381020427,0.344553611,0.348598778,0.210270934,0.188035546
903,3,5/12/2018,0,18,13.19999981,16.39999962,13.69999981,0.316543863,0.318601251,0.269852913,0.271787524,0.097458728,0.092531872
1332,4,5/12/2018,0,17.79999924,12.89999962,17.29999924,13.30000019,0.29677988,0.297696501,0.298120151,0.298849136,0.166580137,0.205515825
132,1,5/13/2018,0,15.60000038,12.30000019,14.89999962,12.60000038,0.385712018,0.39123863,0.324998282,0.330327302,0.03595408,0.030710366
561,2,5/13/2018,0,17.70000076,13.5,16.5,13.5,0.366619995,0.373959094,0.333834547,0.339264691,0.208390793,0.181013328
904,3,5/13/2018,0,20,13.69999981,17.70000076,14.30000019,0.311697174,0.314229369,0.264734764,0.267640084,0.096072603,0.091778508
1333,4,5/13/2018,0,19.5,13.69999981,18.79999924,14.19999981,0.292544152,0.294216037,0.294014036,0.295767099,0.165764525,0.206272589
133,1,5/14/2018,0,15.5,13.19999981,15,13.39999962,0.375541775,0.380439669,0.312829561,0.317150414,0.034322421,0.029684391
562,2,5/14/2018,0,17.79999924,14.5,16.70000076,14.5,0.356029199,0.36236006,0.322181605,0.326819509,0.205160231,0.17348986
905,3,5/14/2018,0,20.20000076,14.80000019,18.20000076,15.10000038,0.307043796,0.308682442,0.259601209,0.262182772,0.093535995,0.089873019
1334,4,5/14/2018,0,19.70000076,14.60000038,19,15,0.287126979,0.288339585,0.289387478,0.290701568,0.163561021,0.204904028
134,1,5/15/2018,0,14.89999962,13.5,14.69999981,13.60000038,0.368368697,0.371258736,0.304635916,0.306813061,0.033099802,0.028500344
563,2,5/15/2018,0,17.20000076,14.60000038,16.20000076,14.60000038,0.347210682,0.351860434,0.311341092,0.31605804,0.200029339,0.1653259
906,3,5/15/2018,0,19.70000076,15.30000019,17.89999962,15.5,0.303948708,0.304933399,0.255787388,0.257506728,0.090871886,0.088138377
1335,4,5/15/2018,0,18.60000038,15,18.5,15.39999962,0.283065507,0.284368992,0.285541769,0.286756456,0.16071241,0.202333303
135,1,5/16/2018,0,14.60000038,13.5,14.39999962,13.60000038,0.362292013,0.364845216,0.2990183,0.301143169,0.032359403,0.027709421
564,2,5/16/2018,0,16.20000076,14.69999981,15.60000038,14.60000038,0.340266375,0.343301594,0.30248277,0.305686504,0.196860697,0.159072399
907,3,5/16/2018,0,17.89999962,15.60000038,17.29999924,15.69999981,0.302020565,0.302284598,0.253253707,0.25407213,0.088811843,0.086727071
1336,4,5/16/2018,0,16.89999962,15.10000038,17,15.39999962,0.280147948,0.280758947,0.28285483,0.283569753,0.158219908,0.198894632
136,1,5/17/2018,0,14.60000038,13.19999981,14.30000019,13.39999962,0.35687746,0.359851569,0.294521468,0.296540111,0.031580649,0.027520193
565,2,5/17/2018,0,16.89999962,14.69999981,15.89999962,14.5,0.336016707,0.338925779,0.29621133,0.298849136,0.195974043,0.155804926
908,3,5/17/2018,0,18.20000076,15.19999981,17,15.39999962,0.301076547,0.301904529,0.251862113,0.252776772,0.087915401,0.085650245
1337,4,5/17/2018,0,18.60000038,14.80000019,18.20000076,15,0.278836278,0.27995199,0.281457564,0.282768816,0.157341582,0.198889661
137,1,5/18/2018,0,14.60000038,12.60000038,14.19999981,12.89999962,0.350138597,0.35347724,0.289692283,0.291485518,0.030781261,0.026821636
566,2,5/18/2018,0,16.5,14.10000038,15.60000038,14.10000038,0.331183587,0.334484905,0.290636566,0.292658269,0.192197451,0.151509846
909,3,5/18/2018,0,18.20000076,14.5,16.89999962,14.89999962,0.299811126,0.300761878,0.250130399,0.251477391,0.086236552,0.084185214
1338,4,5/18/2018,0,18.60000038,14.60000038,18.29999924,15,0.276754478,0.278332949,0.27943516,0.280355692,0.155619212,0.1977276
138,1,5/19/2018,0,14.60000038,13,14.19999981,13.19999981,0.343203102,0.345631063,0.285296627,0.286756456,0.030204898,0.026241081
567,2,5/19/2018,0,16.20000076,14.39999962,15.5,14.30000019,0.327637565,0.330327302,0.285442063,0.287152857,0.190187081,0.148815379
910,3,5/19/2018,0,18,14.89999962,16.79999924,15.10000038,0.297786662,0.298465341,0.247931257,0.248866469,0.085117832,0.083034282
1339,4,5/19/2018,0,18.10000038,15,17.79999924,15.39999962,0.274780924,0.275891393,0.277591121,0.278332949,0.153994549,0.196159799
139,1,5/20/2018,0,14.39999962,12.19999981,14,12.69999981,0.336708864,0.339941353,0.28155461,0.283169478,0.029448523,0.025481973
568,2,5/20/2018,0,16.39999962,14,15.60000038,14,0.32395378,0.327172071,0.280271775,0.282367676,0.188335618,0.146216618
911,3,5/20/2018,0,18.70000076,14.60000038,17.29999924,14.89999962,0.295819382,0.296926022,0.246064415,0.247116849,0.083685024,0.081936365
1340,4,5/20/2018,0,18.79999924,14.60000038,18.60000038,15,0.273230912,0.274664789,0.275941844,0.277520835,0.152708406,0.195247966
140,1,5/21/2018,0,14.80000019,11.89999962,14.30000019,12.39999962,0.328179287,0.332413137,0.276945574,0.279143333,0.028231172,0.024818685
569,2,5/21/2018,0,16.60000038,13.19999981,15.60000038,13.39999962,0.319405138,0.322200298,0.274537391,0.276706964,0.185619626,0.142973559
912,3,5/21/2018,0,19.39999962,13.89999962,17.70000076,14.60000038,0.293536404,0.294992417,0.244214396,0.245359987,0.08182065,0.080571378
1341,4,5/21/2018,9.600000054,18.79999924,14,18.29999924,14.80000019,0.280726872,0.297311485,0.289746236,0.323628753,0.156043867,0.204311991
141,1,5/22/2018,0,16.10000038,12.30000019,15.19999981,12.69999981,0.316706096,0.322200298,0.27068998,0.273844898,0.026972868,0.023915827
570,2,5/22/2018,0,17.89999962,13.5,16.70000076,13.69999981,0.314556801,0.318239152,0.268764143,0.271374732,0.185226945,0.140853233
913,3,5/22/2018,0,20.39999962,14.5,18.5,15.10000038,0.358305979,0.438243002,0.280810821,0.318962961,0.118888766,0.099175053
1342,4,5/22/2018,0,19.70000076,14.39999962,18.89999962,15,0.292294606,0.293048352,0.30286953,0.30606243,0.158141616,0.202195011
142,1,5/23/2018,0,16,13.80000019,15.5,13.89999962,0.306131194,0.309427321,0.264889592,0.266805321,0.025742546,0.022965994
571,2,5/23/2018,60.00000051,17.29999924,15,16.5,14.89999962,0.33625615,0.425774097,0.308127526,0.45817399,0.207935903,0.170675781
914,3,5/23/2018,0,19.39999962,16.10000038,18.10000038,16.29999924,0.375164641,0.389566272,0.303653783,0.311652184,0.120384957,0.102884111
1343,4,5/23/2018,0,19.39999962,15.60000038,18.79999924,16,0.289839848,0.291485518,0.294881701,0.297311485,0.156920243,0.198978522
143,1,5/24/2018,0,15.60000038,14,15.19999981,14.19999981,0.298960437,0.301524073,0.260729959,0.26260522,0.024787645,0.021900652
572,2,5/24/2018,0,16.89999962,15.10000038,16.20000076,15,0.413651816,0.417371541,0.4224314,0.426710844,0.247783016,0.25109475
915,3,5/24/2018,0,18.79999924,16.10000038,17.70000076,16.29999924,0.35070935,0.358904809,0.290461166,0.295379966,0.110875311,0.097319465
1344,4,5/24/2018,0,19.79999924,15.80000019,19.20000076,16.10000038,0.286293228,0.287152857,0.289061564,0.290308952,0.154489992,0.196423491
144,1,5/25/2018,0,15,14,14.89999962,14.19999981,0.293715352,0.295379966,0.257692452,0.258787334,0.02377856,0.02172496
573,2,5/25/2018,0,16.5,15.5,16,15.39999962,0.40959876,0.413154572,0.413371679,0.41786176,0.227757958,0.239052106
916,3,5/25/2018,0,18,16.20000076,17.39999962,16.29999924,0.335316704,0.339941353,0.281320013,0.284368992,0.105147228,0.094261081
1345,4,5/25/2018,0,18.10000038,16.20000076,18.20000076,16.5,0.284093681,0.285166502,0.285245371,0.286756456,0.153126652,0.192791648
145,1,5/26/2018,0,14.5,12.39999962,14.30000019,12.89999962,0.289560225,0.291876853,0.255330898,0.257078946,0.023061164,0.02087762
574,2,5/26/2018,0,16,14,15.5,14.19999981,0.398762931,0.406270206,0.398574434,0.407304764,0.216978971,0.223935103
917,3,5/26/2018,0,17.70000076,13.69999981,16.79999924,14.80000019,0.324758588,0.329628885,0.273856698,0.278332949,0.099193612,0.091873276
1346,4,5/26/2018,0,18.20000076,13.69999981,17.79999924,14.60000038,0.281183444,0.282367676,0.281691699,0.283169478,0.149750803,0.18884089
146,1,5/27/2018,0,15.10000038,11.39999962,14.60000038,12.19999981,0.284312387,0.287152857,0.251996496,0.25407213,0.022493337,0.020124873
575,2,5/27/2018,0.200000003,16.79999924,13.30000019,16,13.60000038,0.386876515,0.393724412,0.378099772,0.388725549,0.212501747,0.203866087
918,3,5/27/2018,0,19.29999924,13.39999962,17.70000076,14.39999962,0.313070488,0.318239152,0.263193201,0.268473059,0.094397117,0.088673193
1347,4,5/27/2018,0,20.20000076,13.69999981,19.29999924,14.5,0.278148449,0.279143333,0.27849535,0.27954787,0.149029333,0.188312557
147,1,5/28/2018,0,15.30000019,12.10000038,14.80000019,12.69999981,0.278268939,0.280758947,0.247973735,0.250173956,0.021644681,0.019432036
576,2,5/28/2018,2,17.29999924,14,16.29999924,14.19999981,0.373618706,0.382466227,0.355904796,0.366079062,0.205932112,0.180799303
919,3,5/28/2018,0,20.10000038,14.39999962,18.20000076,15.10000038,0.302840916,0.306437939,0.253225924,0.257506728,0.089509216,0.084849888
1348,4,5/28/2018,0,20.60000038,14.89999962,19.79999924,15.60000038,0.272600455,0.274664789,0.274031164,0.276299417,0.148318144,0.18770687
148,1,5/29/2018,0,14.39999962,12.80000019,14.5,13.10000038,0.273190219,0.275482982,0.244761408,0.246239319,0.020831055,0.018929965
577,2,5/29/2018,0,16.10000038,14.80000019,15.80000019,14.80000019,0.360264536,0.367000669,0.336147546,0.34463501,0.199014918,0.162228022
920,3,5/29/2018,0,18.10000038,15.30000019,17.60000038,15.69999981,0.29665193,0.298465341,0.246619465,0.248866469,0.084308933,0.080755983
1349,4,5/29/2018,0,19,15.69999981,18.60000038,16.20000076,0.266926522,0.268473059,0.269413336,0.270961523,0.146064567,0.184424434
149,1,5/30/2018,0,13.89999962,11.5,13.60000038,12,0.268928439,0.270961523,0.242247709,0.243595883,0.020000574,0.018145319
578,2,5/30/2018,0,15.60000038,13,15,13.39999962,0.348446211,0.355405062,0.321565302,0.327172071,0.192369271,0.151314261
921,3,5/30/2018,0,18,13,16.70000076,14.19999981,0.293646535,0.294992417,0.243511241,0.244919643,0.079657037,0.077493259
1350,4,5/30/2018,1.599999979,18.20000076,13.60000038,17.79999924,14.60000038,0.264216881,0.265968829,0.267208041,0.26805678,0.142801714,0.180770734
150,1,5/31/2018,0,13.30000019,12.19999981,13.30000019,12.5,0.265464255,0.266805321,0.240172061,0.240936086,0.019352544,0.017525263
579,2,5/31/2018,0,15.19999981,13.39999962,14.69999981,13.5,0.338993229,0.343969047,0.310026031,0.314962029,0.187617467,0.144912878
922,3,5/31/2018,0,17.29999924,14.19999981,16.39999962,14.69999981,0.290782674,0.291876853,0.241120571,0.242268026,0.077272667,0.075550642
1351,4,5/31/2018,22.80000018,16,14.30000019,16.5,14.89999962,0.270347453,0.285166502,0.280882725,0.31605804,0.139438945,0.186983147
151,1,6/1/2018,0,14.19999981,10.69999981,13.69999981,11.39999962,0.262593027,0.264710784,0.238378622,0.240045831,0.018888209,0.017204749
580,2,6/1/2018,0,15.5,11.69999981,14.69999981,12.19999981,0.328907026,0.334828824,0.298311723,0.303800672,0.182725476,0.139132023
923,3,6/1/2018,0,18,12.30000019,16.5,13.39999962,0.355428977,0.420535982,0.29011486,0.333105266,0.1071194,0.099894806
1352,4,6/1/2018,0,16.79999924,12.19999981,16.39999962,13.10000038,0.2887797,0.291876853,0.307727687,0.3105416,0.140986051,0.175337444
152,1,6/2/2018,0,15.19999981,11.30000019,14.5,11.89999962,0.258913298,0.260912806,0.235554068,0.237812221,0.018269231,0.016744219
581,2,6/2/2018,0,16.5,12.5,15.5,12.80000019,0.320334346,0.3257595,0.286765176,0.291093737,0.180605652,0.135383606
924,3,6/2/2018,0,19,13.5,17.39999962,14.30000019,0.371271743,0.387317508,0.317522329,0.329978287,0.112046536,0.105509304
1353,4,6/2/2018,0,18.10000038,13,17.39999962,13.69999981,0.292478658,0.293827236,0.302577177,0.305686504,0.146260553,0.175059888
153,1,6/3/2018,0,15,12.39999962,14.5,12.80000019,0.255462877,0.257078946,0.23269919,0.234214604,0.01769996,0.016355473
582,2,6/3/2018,0,16.29999924,13.80000019,15.5,13.89999962,0.314985745,0.318239152,0.276523323,0.27995199,0.177569866,0.13140699
925,3,6/3/2018,0,18.29999924,14.69999981,17.10000038,15.19999981,0.344538136,0.352508277,0.298826383,0.305686504,0.103009259,0.098649619
1354,4,6/3/2018,0,17.5,14.39999962,17,14.80000019,0.290089722,0.291876853,0.295392995,0.29808113,0.147264272,0.177857644
154,1,6/4/2018,0,15,13.10000038,14.5,13.30000019,0.252546655,0.25407213,0.230462319,0.231951147,0.01726454,0.015987779
583,2,6/4/2018,0,16.60000038,13.89999962,15.69999981,14,0.310630176,0.314229369,0.268041493,0.271374732,0.174886981,0.127793385
926,3,6/4/2018,0,18.79999924,14.39999962,17.39999962,15.10000038,0.327206277,0.334484905,0.284916482,0.291485518,0.096663249,0.094356063
1355,4,6/4/2018,0,17.70000076,13.89999962,17.39999962,14.39999962,0.285841668,0.287152857,0.288758579,0.291093737,0.146798513,0.178750333
155,1,6/5/2018,0,15,11.60000038,14.5,12.19999981,0.250202644,0.251477391,0.228316461,0.230132073,0.016798626,0.015618402
584,2,6/5/2018,0,16.29999924,12.80000019,15.5,13.19999981,0.305666163,0.309427321,0.260127634,0.263027221,0.170267788,0.122701147
927,3,6/5/2018,0,19,13.5,17.39999962,14.5,0.313184355,0.318601251,0.271361034,0.277927101,0.090296427,0.090305209
1356,4,6/5/2018,0,17.89999962,13.19999981,17.20000076,14.10000038,0.281645387,0.283169478,0.282838518,0.285166502,0.146155071,0.177114265
156,1,6/6/2018,0,15.30000019,11.69999981,14.69999981,12.30000019,0.248081793,0.249738574,0.226166306,0.2278478,0.016326466,0.015285107
585,2,6/6/2018,0,16.79999924,12.80000019,15.80000019,13.19999981,0.300925342,0.304178655,0.253599185,0.255793005,0.167560436,0.118998372
928,3,6/6/2018,0,19.29999924,13.80000019,17.70000076,14.69999981,0.303499206,0.307187766,0.259602711,0.265130579,0.085514787,0.086064362
1357,4,6/6/2018,0,18.60000038,13.5,18,14.19999981,0.27713434,0.278332949,0.277373703,0.279143333,0.145656783,0.175455021
157,1,6/7/2018,0,15.19999981,13.39999962,14.80000019,13.5,0.245930383,0.246678308,0.223789197,0.225091353,0.016075969,0.014898165
586,2,6/7/2018,0,16.60000038,14.5,15.80000019,14.39999962,0.298187505,0.301143169,0.248511605,0.250173956,0.165162371,0.116361342
929,3,6/7/2018,0,19.20000076,15.5,17.89999962,15.69999981,0.297550617,0.299232513,0.251122707,0.25407213,0.082344781,0.082146471
1358,4,6/7/2018,0,18.70000076,15.19999981,18.20000076,15.5,0.272017373,0.273844898,0.272155069,0.273844898,0.145350231,0.174067186
158,1,6/8/2018,9.600000098,15,13.30000019,14.69999981,13.5,0.243136245,0.245359987,0.224767854,0.263869882,0.015787325,0.015227433
587,2,6/8/2018,9.200000048,16,14.30000019,15.5,14.30000019,0.289285134,0.296926022,0.247158688,0.252344102,0.162601399,0.114096806
930,3,6/8/2018,0,18.29999924,15.39999962,17.29999924,15.69999981,0.311437053,0.432458311,0.244987032,0.24799256,0.08707595,0.078943493
1359,4,6/8/2018,17.80000018,17.20000076,15.30000019,17.20000076,15.60000038,0.272844784,0.309427321,0.276153317,0.347941935,0.143269374,0.173539199
159,1,6/9/2018,7.200000122,14.19999981,13,14.30000019,13.30000019,0.245081493,0.252344102,0.247471824,0.274255067,0.018206173,0.022020712
588,2,6/9/2018,2.800000027,15.19999981,14,15.10000038,14.19999981,0.292006383,0.303800672,0.248616216,0.253208995,0.164063159,0.113579771
931,3,6/9/2018,0,16.89999962,14.80000019,16.5,15.30000019,0.411487237,0.419567853,0.242149511,0.248429745,0.125727242,0.07838653
1360,4,6/9/2018,3.00000006,15.69999981,14,15.89999962,14.5,0.290264504,0.297696501,0.321141123,0.326113224,0.139183693,0.163314166
160,1,6/10/2018,3.400000051,13.10000038,12,13.30000019,12.39999962,0.257486329,0.261759907,0.248677986,0.251910955,0.021712615,0.023095159
589,2,6/10/2018,5.400000095,14.39999962,13.19999981,14.19999981,13.5,0.294473666,0.304556251,0.249876381,0.252776772,0.166074557,0.113311217
932,3,6/10/2018,0,16.29999924,14,15.89999962,14.60000038,0.397958388,0.430867523,0.248736812,0.25104335,0.120520559,0.079151969
1361,4,6/10/2018,6.200000092,14.69999981,13.19999981,14.60000038,13.69999981,0.290719533,0.296153814,0.316380835,0.321483701,0.142753022,0.159497772
161,1,6/11/2018,0.600000009,14.39999962,12.60000038,14.10000038,12.80000019,0.264707285,0.268473059,0.246345879,0.248866469,0.022932495,0.022775744
590,2,6/11/2018,1.200000018,16.10000038,13.69999981,15.30000019,13.69999981,0.298202557,0.308309376,0.249900992,0.253640801,0.171328714,0.114772549
933,3,6/11/2018,0,18,14.5,16.89999962,14.69999981,0.422872416,0.437365621,0.246766912,0.250608891,0.127290443,0.080788919
1362,4,6/11/2018,1.800000027,17.29999924,13.69999981,16.79999924,13.89999962,0.296311044,0.299615502,0.313282499,0.320405781,0.146806475,0.162165484
162,1,6/12/2018,0,14.89999962,11.69999981,14.39999962,12.19999981,0.26772412,0.269719273,0.24573075,0.24799256,0.022546604,0.022102936
591,2,6/12/2018,0,16.79999924,12.69999981,15.69999981,13,0.305259486,0.307562023,0.247451062,0.24799256,0.171623026,0.114011623
934,3,6/12/2018,0,19,13.5,17.5,14.39999962,0.377770952,0.39780727,0.250420334,0.251910955,0.116367301,0.079838103
1363,4,6/12/2018,0,17.70000076,12.89999962,17.10000038,13.69999981,0.291954175,0.293827236,0.299554766,0.303800672,0.147739876,0.162970621
163,1,6/13/2018,0,14,12.5,14,12.80000019,0.265796356,0.266805321,0.242571507,0.244037583,0.0217655,0.020745874
592,2,6/13/2018,2.200000033,15.5,14,15,14,0.303744248,0.30606243,0.246608204,0.247116849,0.16977285,0.113161277
935,3,6/13/2018,0,17.20000076,15,17,15.39999962,0.34504406,0.352831632,0.250891389,0.251477391,0.106424015,0.078808689
1364,4,6/13/2018,0,15.89999962,14.5,16.29999924,14.80000019,0.287517233,0.288339585,0.290523175,0.292658269,0.147152804,0.166325009
164,1,6/14/2018,0,14.5,13.10000038,14.30000019,13.19999981,0.263029429,0.265130579,0.239590223,0.241380513,0.02105612,0.019621095
593,2,6/14/2018,0,16.5,14,15.60000038,14,0.301499954,0.304556251,0.245783984,0.246678308,0.168125033,0.113000232
936,3,6/14/2018,0,18.10000038,14.5,17,15,0.32555429,0.335858285,0.249793548,0.251477391,0.099675428,0.078290517
1365,4,6/14/2018,0,17,14.10000038,16.5,14.39999962,0.283318908,0.285962343,0.284350607,0.28754887,0.146128433,0.168974319
165,1,6/15/2018,0,14.60000038,12.30000019,14.30000019,12.69999981,0.259352341,0.260912806,0.23629551,0.237812221,0.020015497,0.018536652
594,2,6/15/2018,0,16.20000076,13.19999981,15.39999962,13.39999962,0.297357243,0.30038017,0.244141021,0.245359987,0.16348811,0.11123516
937,3,6/15/2018,0,17.79999924,13.60000038,16.79999924,14.5,0.307007031,0.312390566,0.246971672,0.248429745,0.08961485,0.076654112
1366,4,6/15/2018,0,17.70000076,13.39999962,17.20000076,14,0.276873995,0.278332949,0.276877615,0.27873835,0.144145915,0.168773439
166,1,6/16/2018,0,15.5,13.30000019,15.10000038,13.39999962,0.255533165,0.257078946,0.232804307,0.234665915,0.019163692,0.017737452
595,2,6/16/2018,0,16.89999962,14.5,16,14.39999962,0.29528944,0.29808113,0.242135059,0.242711097,0.161853841,0.11086083
938,3,6/16/2018,0,18.79999924,15.19999981,17.60000038,15.39999962,0.296791001,0.299615502,0.244173653,0.245799884,0.083480752,0.075332252
1367,4,6/16/2018,0,19.20000076,15,18.5,15.19999981,0.272819148,0.273844898,0.271865667,0.273023248,0.144853572,0.168867574
167,1,6/17/2018,0.400000006,17.20000076,13.5,16.29999924,13.69999981,0.250957508,0.253208995,0.228564315,0.231042534,0.018188551,0.016374467
596,2,6/17/2018,4.600000039,18.79999924,14.69999981,17.5,14.69999981,0.28778662,0.295767099,0.241090175,0.245359987,0.161107675,0.110767764
939,3,6/17/2018,0,21.79999924,15.39999962,19.60000038,15.80000019,0.305417741,0.380148768,0.240409923,0.242711097,0.085879076,0.074180558
