AgriMet is excited to announce a partnership with Washington State University to incorporate AgriMet data into WSU's Irrigation Scheduler. To customize crop consumptive water use specific to your field or fields. http://weather.wsu.edu/is/
                         CRVO - ET SUMMARY - 2015 
                                                                                                                                                 
 DATE ETr  ALFP ALFM LAWN GRSD BLUB WGRN SGRN TBER POTA POTA POTA FCRN FCRN FCRN WGRP APPL POP1 POP2 POP3 SBRY PPMT PEAS SQSH BETS CBBG SPNC HZLN 
 06/21 0.25 0.25 0.21 0.20 0.07 0.24 0.13 0.23 0.22 0.23 0.23 0.23 0.24 0.21 0.18 0.16 0.25 0.12 0.19 0.25 0.22 0.24 0.06 0.16 0.25 0.24 0.22 0.28
 06/22 0.22 0.22 0.19 0.18 0.06 0.21 0.11 0.19 0.19 0.20 0.20 0.20 0.21 0.19 0.16 0.14 0.22 0.10 0.17 0.22 0.19 0.21 0.05 0.14 0.22 0.21 0.19 0.24
 06/23 0.26 0.26 0.22 0.21 0.07 0.25 0.12 0.21 0.23 0.24 0.24 0.24 0.25 0.22 0.19 0.17 0.26 0.12 0.20 0.26 0.22 0.25 0.05 0.17 0.26 0.25 0.23 0.29
 06/24 0.27 0.27 0.23 0.22 0.07 0.26 0.12 0.21 0.24 0.25 0.25 0.25 0.27 0.24 0.20 0.18 0.27 0.13 0.21 0.27 0.23 0.26 0.05 0.18 0.27 0.25 0.24 0.30
 06/25 0.37 0.37 0.31 0.30 0.10 0.35 0.15 0.28 0.32 0.34 0.34 0.34 0.37 0.33 0.28 0.24 0.37 0.18 0.29 0.37 0.31 0.35 0.00 0.24 0.37 0.35 0.33 0.41
 06/26 0.46 0.46 0.39 0.37 0.12 0.44 0.18 0.33 0.40 0.43 0.43 0.43 0.46 0.41 0.35 0.30 0.46 0.22 0.36 0.46 0.38 0.44  --  0.30 0.46 0.43 0.40 0.51
 06/27 0.30 0.30 0.26 0.24 0.08 0.29 0.11 0.21 0.26 0.28 0.28 0.28 0.30 0.27 0.23 0.20 0.30 0.14 0.23 0.30 0.25 0.29  --  0.20 0.30 0.28 0.26 0.33
 06/28 0.15 0.15 0.13 0.12 0.04 0.14 0.05 0.10 0.13 0.14 0.14 0.14 0.15 0.14 0.12 0.10 0.15 0.07 0.12 0.15 0.12 0.14  --  0.10 0.15 0.14 0.13 0.17
 06/29 0.28 0.28 0.24 0.22 0.07 0.27 0.09 0.18 0.24 0.26 0.26 0.26 0.28 0.26 0.22 0.18 0.28 0.13 0.22 0.28 0.22 0.27  --  0.18 0.28 0.26 0.25 0.31
 06/30 0.39 0.39 0.33 0.31 0.10 0.37 0.12 0.23 0.33 0.36 0.36 0.36 0.39 0.37 0.32 0.25 0.39 0.19 0.31 0.39 0.31 0.37  --  0.25 0.39 0.36 0.34 0.43
 07/01 0.46 0.46 0.39 0.37 0.00 0.44 0.00 0.26 0.39 0.42 0.43 0.43 0.46 0.44 0.38 0.30 0.46 0.22 0.36 0.46 0.36 0.44  --  0.30 0.46 0.42 0.40 0.51
 07/02 0.42 0.42 0.36 0.34  --  0.40  --  0.22 0.35 0.38 0.39 0.39 0.42 0.41 0.35 0.27 0.42 0.20 0.33 0.42 0.32 0.40  --  0.27 0.42 0.39 0.37 0.46
 07/03 0.35 0.35 0.30 0.28  --  0.33  --  0.17 0.29 0.32 0.33 0.33 0.35 0.34 0.30 0.23 0.35 0.17 0.28 0.35 0.27 0.33  --  0.23 0.35 0.32 0.31 0.39
 07/04 0.29 0.29 0.25 0.23  --  0.28  --  0.13 0.24 0.26 0.27 0.27 0.29 0.29 0.25 0.19 0.29 0.14 0.23 0.29 0.22 0.28  --  0.19 0.29 0.27 0.25 0.32
 07/05 0.33 0.33 0.28 0.26  --  0.31  --  0.14 0.27 0.29 0.31 0.31 0.33 0.33 0.29 0.21 0.33 0.16 0.26 0.33 0.24 0.31  --  0.21 0.33 0.30 0.29 0.36
 07/06 0.29 0.29 0.25 0.23  --  0.27  --  0.12 0.24 0.26 0.27 0.27 0.29 0.29 0.26 0.19 0.29 0.14 0.23 0.29 0.21 0.28  --  0.19 0.29 0.26 0.25 0.32
 07/07 0.29 0.29 0.25 0.23  --  0.27  --  0.11 0.24 0.25 0.27 0.27 0.29 0.29 0.26 0.19 0.29 0.14 0.23 0.29 0.21 0.28  --  0.19 0.29 0.26 0.25 0.32
 07/08 0.31 0.31 0.26 0.25  --  0.29  --  0.11 0.25 0.27 0.28 0.29 0.31 0.31 0.28 0.20 0.31 0.15 0.25 0.31 0.22 0.29  --  0.20 0.31 0.28 0.27 0.34
 07/09 0.25 0.25 0.21 0.20  --  0.24  --  0.08 0.20 0.22 0.23 0.23 0.25 0.25 0.23 0.16 0.25 0.13 0.20 0.25 0.17 0.24  --  0.16 0.25 0.23 0.22 0.28
 07/10 0.21 0.21 0.18 0.17  --  0.20  --  0.00 0.00 0.18 0.19 0.20 0.21 0.21 0.20 0.14 0.21 0.11 0.17 0.21 0.14 0.20  --  0.14 0.21 0.19 0.18 0.23
 07/11 0.16 0.16 0.14 0.13  --  0.15  --   --   --  0.14 0.14 0.15 0.16 0.16 0.15 0.10 0.16 0.08 0.13 0.16 0.11 0.15  --  0.10 0.16 0.14 0.14 0.18
 07/12 0.22 0.22 0.19 0.18  --  0.21  --   --   --  0.18 0.20 0.20 0.22 0.22 0.21 0.14 0.22 0.11 0.18 0.22 0.14 0.21  --  0.14 0.22 0.20 0.19 0.24
 07/13 0.24 0.24 0.20 0.19  --  0.23  --   --   --  0.20 0.21 0.22 0.24 0.24 0.23 0.16 0.24 0.12 0.19 0.24 0.15 0.23  --  0.16 0.24 0.21 0.21 0.26
 07/14 0.34 0.34 0.29 0.27  --  0.32  --   --   --  0.28 0.30 0.31 0.34 0.34 0.34 0.22 0.34 0.17 0.28 0.34 0.21 0.32  --  0.22 0.34 0.30 0.29 0.37
 07/15 0.31 0.31 0.26 0.25  --  0.29  --   --   --  0.25 0.27 0.28 0.31 0.31 0.31 0.20 0.31 0.16 0.25 0.31 0.19 0.00  --  0.20 0.31 0.28 0.27 0.34
 07/16 0.29 0.29 0.25 0.23  --  0.27  --   --   --  0.24 0.25 0.27 0.29 0.29 0.29 0.19 0.29 0.15 0.24 0.29 0.17  --   --  0.19 0.29 0.26 0.25 0.32
 07/17 0.39 0.39 0.33 0.31  --  0.37  --   --   --  0.32 0.33 0.36 0.39 0.39 0.39 0.25 0.39 0.20 0.32 0.39 0.23  --   --  0.25 0.38 0.35 0.34 0.43
 07/18 0.54 0.54 0.46 0.43  --  0.51  --   --   --  0.44 0.46 0.49 0.53 0.54 0.54 0.35 0.54 0.28 0.44 0.54 0.31  --   --  0.35 0.53 0.48 0.46 0.59
 07/19 0.34 0.34 0.29 0.27  --  0.32  --   --   --  0.27 0.29 0.31 0.33 0.34 0.34 0.22 0.34 0.18 0.28 0.34 0.19  --   --  0.22 0.33 0.30 0.29 0.37
 07/20 0.29 0.29 0.25 0.23  --  0.27  --   --   --  0.23 0.24 0.26 0.28 0.29 0.29 0.19 0.29 0.15 0.24 0.29 0.16  --   --  0.19 0.28 0.25 0.25 0.32
 07/21 0.24 0.24 0.20 0.19  --  0.22  --   --   --  0.19 0.20 0.21 0.23 0.24 0.24 0.16 0.24 0.13 0.20 0.24 0.13  --   --  0.16 0.23 0.21 0.21 0.26
 07/22 0.26 0.26 0.22 0.21  --  0.24  --   --   --  0.21 0.21 0.23 0.25 0.26 0.26 0.17 0.26 0.14 0.22 0.26 0.13  --   --  0.17 0.25 0.23 0.22 0.29
 07/23 0.28 0.28 0.24 0.22  --  0.26  --   --   --  0.22 0.23 0.24 0.27 0.28 0.28 0.18 0.28 0.15 0.23 0.28 0.14  --   --  0.18 0.27 0.24 0.24 0.31
 07/24 0.27 0.27 0.23 0.22  --  0.25  --   --   --  0.21 0.22 0.23 0.26 0.27 0.27 0.18 0.27 0.14 0.22 0.27 0.13  --   --  0.18 0.26 0.23 0.23 0.30
 07/25 0.19 0.19 0.16 0.15  --  0.18  --   --   --  0.15 0.15 0.16 0.18 0.19 0.19 0.12 0.19 0.10 0.16 0.19 0.09  --   --  0.12 0.18 0.16 0.16 0.21
 07/26 0.15 0.15 0.13 0.12  --  0.14  --   --   --  0.11 0.12 0.13 0.14 0.15 0.15 0.10 0.15 0.08 0.13 0.15 0.07  --   --  0.10 0.14 0.13 0.13 0.17
 07/27 0.27 0.27 0.23 0.22  --  0.25  --   --   --  0.20 0.22 0.23 0.25 0.27 0.27 0.18 0.27 0.15 0.23 0.27 0.12  --   --  0.18 0.25 0.23 0.23 0.30
 07/28 0.44 0.44 0.37 0.35  --  0.41  --   --   --  0.33 0.35 0.36 0.41 0.43 0.44 0.29 0.44 0.24 0.37 0.44 0.19  --   --  0.29 0.41 0.38 0.38 0.48
 07/29 0.58 0.58 0.49 0.46  --  0.54  --   --   --  0.42 0.46 0.47 0.54 0.57 0.58 0.38 0.58 0.31 0.49 0.58 0.24  --   --  0.38 0.53 0.50 0.49 0.64
 07/30 0.49 0.49 0.42 0.39  --  0.45  --   --   --  0.35 0.38 0.40 0.45 0.48 0.49 0.32 0.49 0.27 0.41 0.49 0.19  --   --  0.32 0.45 0.42 0.00 0.54
 07/31 0.44 0.44 0.37 0.35  --  0.41  --   --   --  0.31 0.34 0.36 0.41 0.43 0.44 0.29 0.44 0.24 0.37 0.44 0.16  --   --  0.29 0.40 0.38  --  0.48
 08/01 0.47 0.47 0.40 0.38  --  0.44  --   --   --  0.32 0.36 0.38 0.43 0.46 0.47 0.31 0.47 0.26 0.40 0.47 0.17  --   --  0.31 0.42 0.00  --  0.52
 08/02 0.17 0.17 0.14 0.14  --  0.16  --   --   --  0.11 0.13 0.14 0.16 0.16 0.17 0.11 0.17 0.09 0.14 0.17 0.06  --   --  0.11 0.15  --   --  0.19
 08/03 0.24 0.24 0.20 0.19  --  0.22  --   --   --  0.16 0.18 0.19 0.22 0.23 0.24 0.16 0.24 0.13 0.20 0.24 0.08  --   --  0.16 0.21  --   --  0.26
 08/04 0.33 0.33 0.28 0.26  --  0.31  --   --   --  0.21 0.24 0.26 0.30 0.32 0.33 0.21 0.33 0.18 0.28 0.33 0.10  --   --  0.21 0.29  --   --  0.36
 08/05 0.30 0.30 0.26 0.24  --  0.28  --   --   --  0.18 0.21 0.24 0.27 0.29 0.30 0.20 0.30 0.17 0.26 0.30 0.09  --   --  0.20 0.26  --   --  0.33
 08/06 0.32 0.32 0.27 0.26  --  0.30  --   --   --  0.19 0.22 0.25 0.29 0.30 0.32 0.21 0.32 0.18 0.27 0.32 0.09  --   --  0.21 0.28  --   --  0.35
 08/07 0.35 0.35 0.30 0.28  --  0.32  --   --   --  0.20 0.24 0.27 0.31 0.33 0.35 0.23 0.35 0.20 0.30 0.35 0.09  --   --  0.23 0.31  --   --  0.39
 08/08 0.23 0.23 0.20 0.18  --  0.21  --   --   --  0.13 0.15 0.17 0.20 0.22 0.23 0.15 0.23 0.13 0.20 0.23 0.05  --   --  0.15 0.20  --   --  0.25
 08/09 0.27 0.27 0.23 0.22  --  0.25  --   --   --  0.14 0.17 0.20 0.24 0.25 0.26 0.18 0.27 0.15 0.23 0.27 0.06  --   --  0.18 0.23  --   --  0.30
 08/10 0.24 0.24 0.20 0.19  --  0.22  --   --   --  0.00 0.15 0.17 0.21 0.22 0.23 0.16 0.24 0.14 0.21 0.24 0.05  --   --  0.16 0.21  --   --  0.26
 08/11 0.23 0.23 0.20 0.18  --  0.21  --   --   --   --  0.14 0.16 0.20 0.21 0.22 0.15 0.23 0.13 0.20 0.23 0.04  --   --  0.15 0.20  --   --  0.25
 08/12 0.30 0.30 0.26 0.24  --  0.28  --   --   --   --  0.17 0.21 0.26 0.27 0.29 0.20 0.30 0.17 0.26 0.30 0.05  --   --  0.20 0.25  --   --  0.33
 08/13 0.23 0.23 0.20 0.18  --  0.21  --   --   --   --  0.13 0.16 0.20 0.21 0.22 0.15 0.23 0.13 0.20 0.23 0.03  --   --  0.15 0.19  --   --  0.25
 08/14 0.14 0.14 0.12 0.11  --  0.13  --   --   --   --  0.07 0.09 0.12 0.13 0.13 0.09 0.14 0.08 0.12 0.14 0.02  --   --  0.09 0.12  --   --  0.15
 08/15 0.24 0.24 0.20 0.19  --  0.22  --   --   --   --  0.00 0.15 0.20 0.22 0.23 0.16 0.24 0.14 0.21 0.24 0.00  --   --  0.16 0.20  --   --  0.26
 08/16 0.35 0.35 0.30 0.28  --  0.32  --   --   --   --   --  0.21 0.30 0.31 0.33 0.23 0.35 0.20 0.31 0.35  --   --   --  0.23 0.29  --   --  0.39
 08/17 0.41 0.41 0.35 0.33  --  0.37  --   --   --   --   --  0.24 0.34 0.37 0.39 0.27 0.41 0.24 0.36 0.41  --   --   --  0.27 0.33  --   --  0.45
 08/18 0.41 0.41 0.35 0.33  --  0.37  --   --   --   --   --  0.23 0.34 0.36 0.38 0.27 0.41 0.24 0.36 0.41  --   --   --  0.27 0.33  --   --  0.45
 08/19 0.31 0.31 0.26 0.25  --  0.28  --   --   --   --   --  0.16 0.26 0.27 0.29 0.20 0.30 0.18 0.27 0.31  --   --   --  0.20 0.25  --   --  0.34
 08/20 0.20 0.20 0.17 0.16  --  0.18  --   --   --   --   --  0.00 0.16 0.18 0.19 0.13 0.19 0.12 0.18 0.20  --   --   --  0.13 0.16  --   --  0.22
 08/21 0.27 0.27 0.23 0.22  --  0.25  --   --   --   --   --   --  0.22 0.24 0.25 0.18 0.26 0.16 0.24 0.27  --   --   --  0.18 0.21  --   --  0.29
 08/22 0.43 0.43 0.37 0.34  --  0.39  --   --   --   --   --   --  0.35 0.37 0.39 0.28 0.40 0.25 0.38 0.43  --   --   --  0.28 0.34  --   --  0.47
 08/23 0.22 0.22 0.19 0.18  --  0.20  --   --   --   --   --   --  0.18 0.19 0.20 0.14 0.20 0.13 0.20 0.22  --   --   --  0.14 0.17  --   --  0.24
 08/24 0.24 0.24 0.20 0.19  --  0.22  --   --   --   --   --   --  0.19 0.21 0.22 0.16 0.22 0.14 0.21 0.24  --   --   --  0.16 0.19  --   --  0.26
 08/25 0.31 0.31 0.26 0.25  --  0.28  --   --   --   --   --   --  0.00 0.26 0.28 0.20 0.27 0.18 0.28 0.31  --   --   --  0.20 0.24  --   --  0.33
 08/26 0.25 0.25 0.21 0.20  --  0.23  --   --   --   --   --   --   --  0.21 0.22 0.16 0.22 0.15 0.22 0.25  --   --   --  0.16 0.19  --   --  0.27
 08/27 0.27 0.27 0.23 0.22  --  0.24  --   --   --   --   --   --   --  0.23 0.24 0.18 0.23 0.16 0.24 0.27  --   --   --  0.18 0.20  --   --  0.29
 08/28 0.19 0.19 0.16 0.15  --  0.17  --   --   --   --   --   --   --  0.16 0.17 0.12 0.16 0.11 0.17 0.19  --   --   --  0.12 0.14  --   --  0.20
 08/29 0.22 0.22 0.19 0.18  --  0.20  --   --   --   --   --   --   --  0.18 0.19 0.14 0.18 0.13 0.20 0.22  --   --   --  0.14 0.16  --   --  0.23
 08/30 0.14 0.14 0.12 0.11  --  0.13  --   --   --   --   --   --   --  0.12 0.12 0.09 0.11 0.08 0.13 0.14  --   --   --  0.09 0.10  --   --  0.15
 08/31 0.16 0.16 0.14 0.13  --  0.14  --   --   --   --   --   --   --  0.13 0.14 0.10 0.13 0.10 0.15 0.16  --   --   --  0.10 0.12  --   --  0.17
 09/01 0.19 0.19 0.16 0.15  --  0.17  --   --   --   --   --   --   --  0.16 0.16 0.12 0.15 0.12 0.17 0.19  --   --   --  0.12 0.14  --   --  0.20
 09/02 0.14 0.14 0.12 0.11  --  0.13  --   --   --   --   --   --   --  0.11 0.12 0.09 0.11 0.09 0.13 0.14  --   --   --  0.09 0.10  --   --  0.15
 09/03 0.12 0.12 0.10 0.10  --  0.11  --   --   --   --   --   --   --  0.10 0.10 0.08 0.09 0.07 0.11 0.12  --   --   --  0.08 0.09  --   --  0.13
 09/04 0.14 0.14 0.12 0.11  --  0.13  --   --   --   --   --   --   --  0.11 0.12 0.09 0.10 0.09 0.13 0.14  --   --   --  0.09 0.10  --   --  0.15
 09/05 0.14 0.14 0.12 0.11  --  0.13  --   --   --   --   --   --   --  0.00 0.12 0.09 0.10 0.09 0.13 0.14  --   --   --  0.09 0.00  --   --  0.15
 09/06 0.12 0.12 0.10 0.10  --  0.11  --   --   --   --   --   --   --   --  0.10 0.08 0.09 0.07 0.11 0.12  --   --   --  0.08  --   --   --  0.12
 09/07 0.21 0.21 0.18 0.17  --  0.19  --   --   --   --   --   --   --   --  0.18 0.14 0.15 0.13 0.19 0.21  --   --   --  0.14  --   --   --  0.22
 09/08 0.29 0.29 0.25 0.23  --  0.26  --   --   --   --   --   --   --   --  0.24 0.19 0.20 0.18 0.27 0.29  --   --   --  0.19  --   --   --  0.30
 09/09 0.29 0.29 0.25 0.23  --  0.26  --   --   --   --   --   --   --   --  0.24 0.19 0.20 0.18 0.27 0.29  --   --   --  0.19  --   --   --  0.30
 09/10 0.28 0.28 0.24 0.22  --  0.25  --   --   --   --   --   --   --   --  0.23 0.18 0.19 0.18 0.26 0.28  --   --   --  0.18  --   --   --  0.29
 09/11 0.24 0.24 0.20 0.19  --  0.21  --   --   --   --   --   --   --   --  0.20 0.16 0.16 0.15 0.22 0.24  --   --   --  0.16  --   --   --  0.24
 09/12 0.22 0.22 0.19 0.18  --  0.20  --   --   --   --   --   --   --   --  0.18 0.14 0.14 0.14 0.21 0.22  --   --   --  0.14  --   --   --  0.22
 09/13 0.24 0.24 0.20 0.19  --  0.21  --   --   --   --   --   --   --   --  0.19 0.16 0.15 0.15 0.22 0.24  --   --   --  0.16  --   --   --  0.24
 09/14 0.15 0.15 0.13 0.12  --  0.13  --   --   --   --   --   --   --   --  0.12 0.10 0.09 0.10 0.14 0.15  --   --   --  0.10  --   --   --  0.15
 09/15 0.09 0.09 0.08 0.07  --  0.08  --   --   --   --   --   --   --   --  0.00 0.00 0.06 0.06 0.08 0.09  --   --   --  0.06  --   --   --  0.09
 09/16 0.10 0.10 0.09 0.08  --  0.09  --   --   --   --   --   --   --   --   --   --  0.06 0.06 0.09 0.10  --   --   --  0.07  --   --   --  0.10
 09/17 0.10 0.10 0.09 0.08  --  0.09  --   --   --   --   --   --   --   --   --   --  0.06 0.06 0.09 0.10  --   --   --  0.07  --   --   --  0.10
 09/18 0.12 0.12 0.10 0.10  --  0.11  --   --   --   --   --   --   --   --   --   --  0.07 0.08 0.11 0.12  --   --   --  0.08  --   --   --  0.12
 09/19 0.14 0.14 0.12 0.11  --  0.12  --   --   --   --   --   --   --   --   --   --  0.08 0.09 0.13 0.14  --   --   --  0.09  --   --   --  0.14
 09/20 0.15 0.15 0.13 0.12  --  0.13  --   --   --   --   --   --   --   --   --   --  0.08 0.10 0.14 0.15  --   --   --  0.10  --   --   --  0.15
 09/21 0.20 0.20 0.17 0.16  --  0.17  --   --   --   --   --   --   --   --   --   --  0.11 0.13 0.19 0.20  --   --   --  0.13  --   --   --  0.20
 09/22 0.16 0.16 0.14 0.13  --  0.14  --   --   --   --   --   --   --   --   --   --  0.08 0.10 0.15 0.16  --   --   --  0.10  --   --   --  0.16
 09/23 0.14 0.14 0.12 0.11  --  0.12  --   --   --   --   --   --   --   --   --   --  0.07 0.09 0.13 0.14  --   --   --  0.09  --   --   --  0.14
 09/24 0.13 0.13 0.11 0.10  --  0.11  --   --   --   --   --   --   --   --   --   --  0.06 0.09 0.12 0.13  --   --   --  0.08  --   --   --  0.13
 09/25 0.06 0.06 0.05 0.05  --  0.05  --   --   --   --   --   --   --   --   --   --  0.03 0.04 0.06 0.06  --   --   --  0.04  --   --   --  0.06
 09/26 0.17 0.17 0.14 0.14  --  0.15  --   --   --   --   --   --   --   --   --   --  0.08 0.11 0.16 0.17  --   --   --  0.11  --   --   --  0.16
 09/27 0.22 0.22 0.19 0.18  --  0.19  --   --   --   --   --   --   --   --   --   --  0.10 0.15 0.21 0.22  --   --   --  0.14  --   --   --  0.21
 09/28 0.19 0.19 0.16 0.15  --  0.16  --   --   --   --   --   --   --   --   --   --  0.08 0.13 0.18 0.19  --   --   --  0.12  --   --   --  0.18
 09/29 0.14 0.14 0.12 0.11  --  0.12  --   --   --   --   --   --   --   --   --   --  0.06 0.09 0.14 0.14  --   --   --  0.09  --   --   --  0.13
 09/30 0.10 0.10 0.09 0.08  --  0.00  --   --   --   --   --   --   --   --   --   --  0.04 0.07 0.10 0.10  --   --   --  0.00  --   --   --  0.10
 10/01 0.13 0.13 0.11 0.10  --   --   --   --   --   --   --   --   --   --   --   --  0.00 0.09 0.13 0.13  --   --   --   --   --   --   --  0.00
 10/02 0.05 0.05 0.04 0.04  --   --   --   --   --   --   --   --   --   --   --   --   --  0.03 0.05 0.05  --   --   --   --   --   --   --   -- 
 10/03 0.16 0.16 0.14 0.13  --   --   --   --   --   --   --   --   --   --   --   --   --  0.11 0.16 0.16  --   --   --   --   --   --   --   -- 
 10/04 0.30 0.30 0.26 0.24  --   --   --   --   --   --   --   --   --   --   --   --   --  0.20 0.29 0.30  --   --   --   --   --   --   --   -- 
 10/05 0.20 0.20 0.17 0.16  --   --   --   --   --   --   --   --   --   --   --   --   --  0.14 0.20 0.20  --   --   --   --   --   --   --   -- 
 10/06 0.12 0.12 0.10 0.10  --   --   --   --   --   --   --   --   --   --   --   --   --  0.08 0.12 0.12  --   --   --   --   --   --   --   -- 
 10/07 0.07 0.07 0.06 0.06  --   --   --   --   --   --   --   --   --   --   --   --   --  0.05 0.07 0.07  --   --   --   --   --   --   --   -- 
 10/08 0.09 0.09 0.08 0.07  --   --   --   --   --   --   --   --   --   --   --   --   --  0.06 0.09 0.09  --   --   --   --   --   --   --   -- 
 10/09 0.11 0.11 0.09 0.09  --   --   --   --   --   --   --   --   --   --   --   --   --  0.08 0.11 0.11  --   --   --   --   --   --   --   -- 
 10/10 0.10 0.10 0.09 0.08  --   --   --   --   --   --   --   --   --   --   --   --   --  0.07 0.10 0.10  --   --   --   --   --   --   --   -- 
 10/11 0.08 0.08 0.07 0.06  --   --   --   --   --   --   --   --   --   --   --   --   --  0.06 0.08 0.08  --   --   --   --   --   --   --   -- 
 10/12 0.08 0.08 0.07 0.06  --   --   --   --   --   --   --   --   --   --   --   --   --  0.06 0.08 0.08  --   --   --   --   --   --   --   -- 
 10/13 0.13 0.13 0.11 0.10  --   --   --   --   --   --   --   --   --   --   --   --   --  0.09 0.13 0.13  --   --   --   --   --   --   --   -- 
 10/14 0.13 0.13 0.11 0.10  --   --   --   --   --   --   --   --   --   --   --   --   --  0.09 0.13 0.13  --   --   --   --   --   --   --   -- 
 10/15 0.00 0.00 0.00 0.00  --   --   --   --   --   --   --   --   --   --   --   --   --  0.00 0.00 0.00  --   --   --   --   --   --   --   -- 
